id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66
nt071,1001,992,4004,3382.0,1101.0,976.0,4004.0,102.0,4073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2h58,7955,621,1265,12516.0,5451.0,4521.0,2669.0,3362.0,102.0,603.0,1433.0,709.0,1076.0,735.0,108.0,114.0,3065.0,104.0,909.0,751.0,7362.0,12467.0,4394.0,8561.0,4607.0,12368.0,102.0,603.0,5026.0,1736.0,709.0,629.0,2425.0,618.0,25434.0,1052.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd8oo,12516,1143,102,21040.0,1080.0,103.0,10477.0,697.0,102.0,20278.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nwqrm,760,1593,8615,105.0,1243.0,105.0,21355.0,1059.0,103.0,685.0,1464.0,105.0,1243.0,105.0,21355.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmov2,929,105,110,105.0,21040.0,975.0,735.0,4491.0,105.0,4507.0,105.0,17980.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wfsr6,111,1195,20022,995.0,103.0,867.0,115.0,17980.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peoky,760,1593,8615,102.0,21040.0,1071.0,103.0,836.0,102.0,21040.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be09m,685,1464,979,102.0,20278.0,1068.0,24438.0,697.0,1068.0,5289.0,10477.0,697.0,4425.0,102.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ql6js,7943,105,4004,105.0,2664.0,694.0,10477.0,697.0,105.0,976.0,105.0,4539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
les3b,760,1165,105,979.0,105.0,15881.0,1059.0,103.0,836.0,105.0,906.0,105.0,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b14ev,929,105,110,105.0,21355.0,1045.0,735.0,929.0,105.0,907.0,105.0,15342.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvibl,4491,108,869,606.0,867.0,906.0,15342.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
junb4,609,1433,1338,621.0,1159.0,4004.0,1126.0,605.0,1009.0,1371.0,613.0,992.0,4129.0,4275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a135t,749,604,1552,102.0,1265.0,12516.0,1143.0,2824.0,102.0,603.0,1465.0,908.0,2953.0,1308.0,605.0,3114.0,701.0,671.0,102.0,605.0,709.0,1835.0,607.0,13722.0,1068.0,1052.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pq26u,1001,1353,775,929.0,1101.0,1126.0,775.0,102.0,4004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jgf2h,867,105,979,105.0,910.0,103.0,109.0,105.0,1042.0,105.0,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rrl2i,836,1127,21355,1027.0,103.0,10477.0,697.0,907.0,102.0,21040.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
er6qh,1076,658,621,113.0,979.0,1016.0,694.0,775.0,906.0,15342.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vld34,12516,1143,102,21355.0,1104.0,103.0,164.0,17762.0,2613.0,102.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k9fja,621,714,1012,113.0,1353.0,606.0,714.0,4306.0,4129.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krykf,836,105,1159,105.0,21606.0,1104.0,103.0,10477.0,697.0,105.0,1159.0,105.0,10795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udo2l,609,5020,709,822.0,613.0,1489.0,1265.0,1059.0,604.0,905.0,102.0,670.0,16130.0,1777.0,604.0,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ox8cd,26738,613,775,4347.0,4692.0,117.0,603.0,2137.0,8355.0,610.0,2581.0,701.0,605.0,2664.0,995.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0cr1,685,2207,8615,17980.0,1080.0,103.0,685.0,2207.0,8615.0,15881.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1leu,760,1165,105,1081.0,735.0,685.0,1464.0,105.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qna59,929,4187,21040,1104.0,103.0,929.0,4187.0,20278.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibxjx,12516,5451,4521,2669.0,20278.0,977.0,103.0,760.0,1593.0,8615.0,20278.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed0dn,867,105,4187,105.0,20278.0,1059.0,735.0,929.0,105.0,992.0,105.0,21040.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloqp,20278,1045,102,929.0,112.0,103.0,15342.0,977.0,102.0,4347.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wg28d,867,109,105,4603.0,606.0,929.0,105.0,1353.0,3835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avk82,4347,105,979,105.0,15342.0,977.0,735.0,929.0,105.0,4187.0,105.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwc28,609,5020,709,822.0,613.0,1489.0,1351.0,995.0,604.0,4046.0,102.0,670.0,1469.0,1059.0,1777.0,604.0,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v7twe,836,102,17980,977.0,103.0,836.0,102.0,20278.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbhmh,621,164,8038,4275.0,102.0,15881.0,1027.0,606.0,164.0,4154.0,683.0,1072.0,102.0,15881.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frg3s,1076,658,621,112.0,4187.0,17980.0,977.0,694.0,108.0,1159.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sd3bf,10477,697,102,20022.0,1027.0,103.0,685.0,1464.0,102.0,21355.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qybjb,20278,977,103,2953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abeeh,109,108,886,694.0,929.0,4275.0,978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5oa0,836,107,102,15342.0,1080.0,24438.0,697.0,1068.0,5289.0,685.0,2207.0,8615.0,1072.0,102.0,15881.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acaxk,1081,102,929,775.0,103.0,21606.0,1071.0,102.0,1243.0,4004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k7aj9,836,21040,1045,103.0,685.0,2207.0,8615.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h0ych,21040,995,103,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vvd0k,10477,697,992,102.0,21606.0,1104.0,606.0,10477.0,697.0,929.0,102.0,20278.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zr0b9,760,1165,1012,102.0,20278.0,1027.0,7362.0,2621.0,166.0,685.0,1464.0,103.0,1243.0,102.0,15342.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s5jj3,2791,10140,14368,613.0,114.0,979.0,2736.0,605.0,15875.0,613.0,115.0,929.0,4556.0,102.0,603.0,1433.0,836.0,638.0,657.0,15638.0,8491.0,618.0,4556.0,1068.0,1052.0,691.0,13308.0,3967.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ty3ty,109,105,4187,105.0,17980.0,1071.0,735.0,929.0,105.0,1159.0,105.0,15881.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9so7,1076,658,2971,155.0,1143.0,697.0,4129.0,102.0,21040.0,1045.0,735.0,155.0,1143.0,697.0,907.0,102.0,21606.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4xos,836,1243,21355,975.0,103.0,10477.0,697.0,976.0,102.0,20278.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uzvq1,760,1593,8615,105.0,21606.0,975.0,735.0,12516.0,1143.0,105.0,21355.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lvef3,20242,8534,14151,1749.0,12516.0,5451.0,4521.0,2669.0,102.0,21355.0,1080.0,103.0,113.0,603.0,1433.0,709.0,4535.0,621.0,7943.0,102.0,21606.0,1059.0,103.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nt4qm,609,5026,1736,611.0,603.0,1433.0,610.0,114.0,989.0,3362.0,102.0,8079.0,3678.0,1052.0,604.0,750.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rjcx2,836,15342,1104,103.0,7943.0,17980.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j053u,836,115,102,946.0,24438.0,697.0,975.0,685.0,1464.0,992.0,102.0,17980.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rd0v1,4347,1042,15881,1104.0,606.0,109.0,115.0,15342.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sukie,12516,5451,21040,975.0,103.0,10477.0,697.0,21040.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gn5gj,609,1433,1338,621.0,4129.0,4004.0,4347.0,605.0,1009.0,1371.0,613.0,4046.0,108.0,1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rgpf5,10477,697,20278,1045.0,103.0,685.0,1464.0,21355.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6ldo,109,105,1244,105.0,21606.0,1080.0,735.0,867.0,105.0,905.0,105.0,8351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibbrc,836,4425,102,15881.0,1045.0,606.0,7943.0,929.0,102.0,17980.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urxm8,760,1593,8615,105.0,20022.0,1045.0,735.0,7943.0,105.0,1357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zye96,4491,1042,871,103.0,4347.0,113.0,21606.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biep5,109,109,15881,1059.0,103.0,4347.0,1265.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qw54b,621,714,867,110.0,1072.0,606.0,714.0,989.0,108.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ozm9h,630,913,614,603.0,5030.0,102.0,912.0,4835.0,610.0,4033.0,611.0,115.0,1243.0,1126.0,104.0,3687.0,606.0,16989.0,4365.0,102.0,912.0,2082.0,709.0,629.0,14296.0,618.0,2578.0,1071.0,1052.0,104.0,758.0,976.0,701.0,621.0,843.0,1052.0,102.0,912.0,1433.0,709.0,935.0,606.0,626.0,822.0,104.0,,,,,,,,,,,,,,,,,,,,,
px91k,760,1593,8615,907.0,102.0,15881.0,995.0,24438.0,20645.0,161.0,824.0,685.0,1464.0,1126.0,102.0,17980.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u8t3p,4491,979,105,3114.0,606.0,4347.0,105.0,4037.0,4311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bxswy,2913,103,4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t4mw6,760,1593,8615,102.0,21606.0,1068.0,103.0,12516.0,1143.0,102.0,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h3ik5,760,1165,1243,102.0,20022.0,1080.0,606.0,760.0,1593.0,8615.0,976.0,102.0,21040.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8uo7,10477,697,1159,21040.0,975.0,103.0,836.0,4347.0,102.0,8351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ld481,4491,1159,15342,1059.0,694.0,109.0,107.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anmmh,109,105,1042,105.0,21355.0,1045.0,735.0,929.0,105.0,979.0,105.0,21606.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qj6vf,109,1159,946,694.0,867.0,4004.0,17980.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ohb34,929,105,4037,105.0,910.0,103.0,4347.0,105.0,906.0,105.0,20278.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nx3l7,7943,1042,102,21040.0,1080.0,7362.0,2621.0,166.0,760.0,1165.0,103.0,775.0,102.0,17980.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a60f4,4347,108,105,4556.0,606.0,4491.0,105.0,1042.0,2125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tne7v,836,105,979,105.0,4391.0,694.0,836.0,105.0,979.0,105.0,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as6f6,10477,697,105,4507.0,105.0,992.0,694.0,7943.0,105.0,113.0,105.0,3427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gm6az,867,105,929,105.0,869.0,103.0,4491.0,105.0,4129.0,105.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kmn8g,760,1165,992,102.0,978.0,24438.0,697.0,975.0,685.0,1464.0,929.0,102.0,15881.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfczd,1076,658,621,108.0,1072.0,21606.0,1045.0,694.0,4507.0,111.0,21040.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k9fvu,621,155,1143,697.0,1072.0,102.0,20278.0,1068.0,606.0,160.0,13581.0,4082.0,2613.0,1455.0,102.0,20022.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vobzg,760,1165,20278,1027.0,103.0,760.0,1593.0,8615.0,17980.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yjmux,609,10211,8430,1391.0,709.0,1338.0,621.0,1743.0,604.0,164.0,17762.0,2613.0,102.0,929.0,606.0,603.0,814.0,604.0,4491.0,1469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t74uo,4899,102,1244,4037.0,103.0,2602.0,102.0,907.0,4004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7mss,760,1593,8615,1265.0,102.0,8351.0,7362.0,2621.0,166.0,836.0,103.0,907.0,102.0,21040.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ukvym,929,1265,105,976.0,606.0,929.0,105.0,1159.0,4425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faxgo,12516,5451,4521,2669.0,102.0,21040.0,1080.0,103.0,7943.0,102.0,17980.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x6hc4,109,105,1012,105.0,21606.0,1104.0,735.0,867.0,105.0,1353.0,105.0,1004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z5hh2,1338,621,685,2207.0,8615.0,102.0,20022.0,1027.0,103.0,906.0,606.0,164.0,889.0,102.0,21606.0,975.0,103.0,1126.0,12298.0,616.0,1356.0,709.0,1984.0,611.0,111.0,785.0,685.0,2207.0,8615.0,102.0,20022.0,1027.0,103.0,906.0,606.0,164.0,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cvv31,929,105,1042,105.0,15342.0,975.0,735.0,929.0,105.0,1195.0,105.0,15342.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmakh,609,1433,610,4033.0,606.0,822.0,613.0,4425.0,907.0,3382.0,102.0,11261.0,646.0,11075.0,1052.0,604.0,2598.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxpc5,4347,4004,20278,1059.0,103.0,929.0,929.0,21606.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddd7u,609,5020,709,822.0,613.0,1489.0,3387.0,1059.0,604.0,1243.0,102.0,670.0,14183.0,1777.0,604.0,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z34ea,836,4187,102,15342.0,975.0,7362.0,2621.0,166.0,685.0,2207.0,8615.0,103.0,114.0,102.0,17980.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oobko,685,2207,8615,102.0,21606.0,1068.0,103.0,760.0,1593.0,8615.0,102.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opdhd,760,1593,8615,1353.0,102.0,871.0,24438.0,20645.0,161.0,824.0,10477.0,697.0,989.0,102.0,21040.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wxhvr,1076,658,2971,760.0,1593.0,8615.0,1159.0,102.0,21040.0,1059.0,735.0,836.0,1265.0,102.0,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0la9,609,1433,1338,621.0,775.0,108.0,979.0,605.0,1009.0,1371.0,613.0,4359.0,4129.0,4425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7qcu,1072,105,775,105.0,21040.0,995.0,735.0,1265.0,105.0,775.0,105.0,15881.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zvnjd,685,1464,113,102.0,15342.0,995.0,24438.0,697.0,1068.0,5289.0,685.0,1464.0,1353.0,102.0,21355.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arptq,685,2207,8615,1127.0,102.0,17980.0,1080.0,606.0,7943.0,1042.0,102.0,15881.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8896,609,7179,709,4642.0,728.0,607.0,603.0,1743.0,604.0,114.0,102.0,905.0,102.0,605.0,814.0,735.0,603.0,822.0,604.0,4004.0,102.0,4615.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6a6j,10477,697,1126,102.0,21040.0,975.0,7362.0,2621.0,166.0,7943.0,103.0,1265.0,102.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iiutz,685,2207,8615,102.0,21355.0,1027.0,103.0,836.0,102.0,17980.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4q3z,685,1464,102,20278.0,977.0,103.0,10477.0,697.0,102.0,21606.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eyzrz,685,2207,8615,102.0,17980.0,1045.0,103.0,7943.0,102.0,21040.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wvjya,929,105,989,105.0,20278.0,977.0,735.0,867.0,105.0,4129.0,105.0,15342.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m5g3m,7943,102,910,103.0,10477.0,697.0,102.0,21355.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j0qzd,609,1465,810,2664.0,1308.0,605.0,4359.0,701.0,1903.0,102.0,605.0,709.0,8561.0,646.0,607.0,16960.0,1068.0,1052.0,104.0,609.0,1736.0,1552.0,610.0,114.0,12516.0,5451.0,4521.0,2669.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0z6f,7943,105,113,105.0,4073.0,694.0,760.0,1593.0,8615.0,105.0,1126.0,105.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zqk9l,760,1165,102,21606.0,1059.0,103.0,685.0,2207.0,8615.0,102.0,15342.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mxvt0,1076,658,3316,164.0,17762.0,2613.0,105.0,906.0,105.0,2953.0,822.0,836.0,105.0,775.0,105.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdly4,111,105,1244,105.0,21355.0,975.0,103.0,867.0,105.0,111.0,105.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yumw3,836,105,907,105.0,8351.0,103.0,685.0,1464.0,105.0,979.0,105.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajf4m,1076,658,621,1072.0,775.0,15881.0,1104.0,694.0,1072.0,775.0,15881.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m8u1s,685,1464,105,1353.0,105.0,20278.0,995.0,103.0,685.0,2207.0,8615.0,105.0,113.0,105.0,15342.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tgnah,1076,658,8690,1749.0,621.0,115.0,907.0,20278.0,995.0,694.0,114.0,110.0,17980.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nzs8d,760,1165,976,102.0,887.0,24438.0,20645.0,161.0,824.0,685.0,2207.0,8615.0,1353.0,102.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wdo5c,164,17762,2613,105.0,20022.0,1071.0,103.0,12516.0,5451.0,4521.0,2669.0,105.0,21355.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xtp28,10477,697,105,929.0,105.0,15881.0,977.0,103.0,760.0,1593.0,8615.0,105.0,1455.0,105.0,15342.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isrjv,10477,697,1244,102.0,15342.0,975.0,24438.0,697.0,1068.0,5289.0,685.0,2207.0,8615.0,1042.0,102.0,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
